Report,Section,Sub section,Heading,Heading,Domain Agreement,Construct Agreement,WB CFIR domain,WB CFIR construct,Confidence/ Notes,SE CFIR domain,SE CFIR construct,Confidence/ Notes,Consensus Convo,Domain Consensus,Construct Consensus
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",Peer Evaluation,,Include a one on one interaction during the handoff of mobile devices to community members for Help@ Hand activities in order to educate the recipient on device use.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Expect that the first implementation of any educational outreach effort may encounter challenges, and the goal should be to gather information that will inform the next attempt, which is then more likely to succeed.",Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,Could also be 'doing' for variety,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,The COVID 19 pandemic offered an opportunity to discuss mental health and increase access to digital mental health resources around the world.,Agree,Agree,Outer setting,Crticial incidents,,Outer Setting,Crticial incidents,,,Outer setting,Crticial incidents
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"CalMHSA identified shifting to respond to the COVID 19 pandemic and streamlining processes, particularly to facilitate faster technology launches, as program changes.",Agree,Agree,Outer setting,Crticial incidents,,Outer Setting,Crticial incidents,,,Outer setting,Crticial incidents
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Product limitations (e.g., limited language availability), barriers to adapt products, misaligned understanding of public sector mental health services between counties/cities and technology vendors, and competing county/city priorities during COVID 19 were challenges to the Help@Hand program.",Disagree,Disagree,Innovation,Design,,Outer Setting,Crticial incidents,,SE had outer critical,Innovation,Design
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Product limitations (e.g., limited language availability), barriers to adapt products, misaligned understanding of public sector mental health services between counties/cities and technology vendors, and competing county/city priorities during COVID 19 were challenges to the Help@Hand program.",Agree,Agree,Innovation,Adaptability,,Innovation,Adaptability,,,Innovation,Adaptability
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Product limitations (e.g., limited language availability), barriers to adapt products, misaligned understanding of public sector mental health services between counties/cities and technology vendors, and competing county/city priorities during COVID 19 were challenges to the Help@Hand program.",Agree,Disagree,Inner setting,Mission alignment,Not confident,Inner Setting,Relational Connections,,Will had Mission alignment,Inner setting,Relational Connections
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Understanding the mental health technology needs of communities served, streamlining project processes, and expanding technology offerings for target populations were key accomplishments and succeses.",Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Understanding the mental health technology needs of communities served, streamlining project processes, and expanding technology offerings for target populations were key accomplishments and succeses.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Understanding the mental health technology needs of communities served, streamlining project processes, and expanding technology offerings for target populations were key accomplishments and succeses.",Agree,Disagree,Implementation process,Planning,Not sure,Implementation Process,Doing,,Dont code,,
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Based on the interview with CalMHSA Leadership, four primary reflections were reaffirmed: 1) the importance of assessing community needs before launching a technology; 2) ensuring use of culturally competent technologies; 3) conducting digital literacy trainings to help people feel comfortable with technology; and 4) streamlining processes to support faster launches of pilots and/or implementations.",Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Based on the interview with CalMHSA Leadership, four primary reflections were reaffirmed: 1) the importance of assessing community needs before launching a technology; 2) ensuring use of culturally competent technologies; 3) conducting digital literacy trainings to help people feel comfortable with technology; and 4) streamlining processes to support faster launches of pilots and/or implementations.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Based on the interview with CalMHSA Leadership, four primary reflections were reaffirmed: 1) the importance of assessing community needs before launching a technology; 2) ensuring use of culturally competent technologies; 3) conducting digital literacy trainings to help people feel comfortable with technology; and 4) streamlining processes to support faster launches of pilots and/or implementations.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,"Based on the interview with CalMHSA Leadership, four primary reflections were reaffirmed: 1) the importance of assessing community needs before launching a technology; 2) ensuring use of culturally competent technologies; 3) conducting digital literacy trainings to help people feel comfortable with technology; and 4) streamlining processes to support faster launches of pilots and/or implementations.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,All apps reviewed had mindfulness and sleep content,Agree,Agree,Innovation,Design,,Innovation,Design,,,Innovation,Design
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,English speaking individuals may benefit the most from these apps.,Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
Y3 Mid,"HELP@HAND EVALUATION ACTIVITIES, LEARNINGS, AND RECOMMENDATIONS",System Evaluation,,Counties/cities should identify how content within a product aligns with program goals and how to support people within their county/city.,Agree,Agree,Implementation process,Assessing needs: Innovation recipients,Focused more on the 'how to support people within their county/city' aspect,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,"App Features and Data Considerations to Inform Project Goals, Plans, Outreach, and Engagement","Counties/cities should create implementation plans based on their expected use of a particular product (e.g., “Some people find that this app is most helpful when used X times each week” or “This app may be helpful to use when people are feeling Y”)",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,"App Features and Data Considerations to Inform Project Goals, Plans, Outreach, and Engagement","Consider how content within a product aligns with goals. If a county/city’s goal is to support non English Speaking communities, availability in languages other than English is a key decision factor when choosing an app. If the goal is to support members with cognitive behavioral therapy (CBT) activities, the presence of CBT is the most important decision factor.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,"App Features and Data Considerations to Inform Project Goals, Plans, Outreach, and Engagement","Counties/cities should use app analytic data to understand which app features people are most interested in, and to create messaging or marketing based on these features. For example, data from the Headspace enrollment reports for Los Angeles and San Mateo Counties showed that sleep content was most popular among Help@Hand consumers using Headspace in those counties. Therefore, a way to engage more people in the app may be to promote this feature, rather than the meditation feature alone.",Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,"App Features and Data Considerations to Inform Project Goals, Plans, Outreach, and Engagement","Counties/cities should use app analytic data to understand which app features people are most interested in, and to create messaging or marketing based on these features. For example, data from the Headspace enrollment reports for Los Angeles and San Mateo Counties showed that sleep content was most popular among Help@Hand consumers using Headspace in those counties. Therefore, a way to engage more people in the app may be to promote this feature, rather than the meditation feature alone.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,"App Features and Data Considerations to Inform Project Goals, Plans, Outreach, and Engagement","Create implementation plans that consider patterns of engagement. It might be helpful for counties/cities to specify different expected uses of products – for example, “Some people find that this app is most helpful when used X times each week” or “This app may be helpful to use when people are feeling Y”. Such concrete expectations can help set benchmarks on expected use both in terms of amount of use and types of content.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,It is critical for counties/cities to support and encourage people to use apps within the first few days of access. Data from the Headspace Enrollment Reports suggest that the first few days after a client downloads an app may be the most likely time for them to become engaged with the app.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,It is critical for counties/cities to support and encourage people to use apps within the first few days of access. Data from the Headspace Enrollment Reports suggest that the first few days after a client downloads an app may be the most likely time for them to become engaged with the app.,Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,Consider deploying apps with respected and trusted entities or partners. The context in which the technology is introduced can influence the target audience’s decision to accept. Partnering with organizations that are respected by target audience members or deploying technologies in settings that are trusted can help promote uptake of technologies.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,"Consider privacy concerns when negotiating data collection and sharing plans with technology vendors. Detailed, individual level data allow counties/cities to determine the real world engagement and effectiveness of the apps as well as help achieve learning objectives. This data may include protected health information (PHI) or personally identifiable information (PII) that require appropriate legal and other mechanisms.",Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,"Establish common understanding for service delivery requirements and expectations. Vendors’ understanding of mental health services sometimes do not align with the counties/cities’ understanding of these services. For example, some counties/cities only allow Peers with expert training on the “Peer Support Model” to provide services. However, Peers do not have to have such training to provide services within some technologies.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,"Establish common understanding for service delivery requirements and expectations. Vendors’ understanding of mental health services sometimes do not align with the counties/cities’ understanding of these services. For example, some counties/cities only allow Peers with expert training on the “Peer Support Model” to provide services. However, Peers do not have to have such training to provide services within some technologies.",Agree,Agree,Individuals,Implementation facilitators,,Individuals,Implementation Facilitators,,,Individuals,Implementation facilitators
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,"Establish common understanding for service delivery requirements and expectations. Vendors’ understanding of mental health services sometimes do not align with the counties/cities’ understanding of these services. For example, some counties/cities only allow Peers with expert training on the “Peer Support Model” to provide services. However, Peers do not have to have such training to provide services within some technologies.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,"Establish common understanding for service delivery requirements and expectations. Vendors’ understanding of mental health services sometimes do not align with the counties/cities’ understanding of these services. For example, some counties/cities only allow Peers with expert training on the “Peer Support Model” to provide services. However, Peers do not have to have such training to provide services within some technologies.",Agree,Agree,Individuals,Implementation facilitators,,Individuals,Implementation Facilitators,,,Individuals,Implementation facilitators
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Partnership Considerations,Negotiate with technology vendors to adapt products. Technology vendors demonstrated variability in their willingness to adapt their products to fit the service delivery and/or client needs of counties/cities. Such negotiations may take time.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,Understand that mental health technologies have limitations. This includes limited language availability as well as limited cultural and racial/ethnic representation in technology content and features.,Agree,Agree,Innovation,Adaptability,,Innovation,Adaptability,,,Innovation,Adaptability
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Balance using stigma and mental health survey items that resonate with communities and using standardized items to enable data collection across counties/cities. Peers and other stakeholders familiar with the target audience can help select and tailor evaluation survey items that will resonate with the communities served. These items or adaptations should be weighed with the need to capture data across counties/cities in a standardized way. Creating a balance of positively worded items, adding survey language to introduce the items, allowing people to skip questions, providing a list of support/resources, and telling participants about the types of questions that will be asked may also help mitigate possible discomfort.",Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Balance using stigma and mental health survey items that resonate with communities and using standardized items to enable data collection across counties/cities. Peers and other stakeholders familiar with the target audience can help select and tailor evaluation survey items that will resonate with the communities served. These items or adaptations should be weighed with the need to capture data across counties/cities in a standardized way. Creating a balance of positively worded items, adding survey language to introduce the items, allowing people to skip questions, providing a list of support/resources, and telling participants about the types of questions that will be asked may also help mitigate possible discomfort.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Clarify recruitment materials. Ensure recruitment materials clarify the requirements for participation (e.g., time commitment for participation, potential cost, privacy concerns, participation in evaluation).",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,Ensure adequate Peer staffing. Many Peer Leads noted there was insufficient dedicated personnel to fully execute Help@Hand due to various underlying dynamics.,Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Plan for additional time and staffing to provide initial and ongoing support for some target audiences to be able to use digital products. Digital literacy training can help target audience members gain confidence with technology. However, digital literacy training may only be the first step at effectively supporting some individuals to engage with the technologies deployed. For target audiences with low digital literacy or lack of experience with certain types of technologies or devices, counties/cities may consider offering digital literacy training, additional types of training, and/or ongoing technical support. Counties/cities should plan for additional staffing and time in their pilots to onboard participants and provide technical support for populations with low digital literacy, even when initial digital literacy training is provided.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,Provide mobile device education for communities. Counties/cities should use one on one interactions and provide education on how to use the device instead of simply giving devices to community members.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,Recognize that outreach and education formats take several attempts to fine tune. The goal is to gather information to improve the process with each attempt.,Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Strive to make the app enrollment process for consumers as simple and short as possible. Consumers may be less likely to use apps if the process for enrollment is long or complicated. Counties/cities should simplify this process and sharing the time commitment expected for participating in pilots, implementations, and evaluation activities to help consumers make an informed decision.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Program Implementation and Evaluation Considerations,"Strive to make the app enrollment process for consumers as simple and short as possible. Consumers may be less likely to use apps if the process for enrollment is long or complicated. Counties/cities should simplify this process and sharing the time commitment expected for participating in pilots, implementations, and evaluation activities to help consumers make an informed decision.",Agree,Agree,Individuals,Innovation recipients,,Individuals,Innovation Recipients,,,Individuals,Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Target Population Considerations to Design Program that Address their Needs,Understand parental consent for transition aged youth (TAY). Interviews with Peer Leads reveal counties/cities must wrestle with the issue of parental consent. This is an area that counties/cities are unfamiliar with and in which they could use technical assistance.,Agree,Agree,Implementation process,Assessing context,,Implementation Process,Assessing Context,,,Implementation process,Assessing context
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Target Population Considerations to Design Program that Address their Needs,"Identify the target population’s digital literacy level and training needs in order to help the population’s use of a technology. Individuals may need support with joining the training, technical support during the training, and ongoing digital literacy needs after the training.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Target Population Considerations to Design Program that Address their Needs,Needs assessments and stakeholder input is crucial. They give insights on which technologies can most benefit the community.,Agree,Agree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Assessing Needs: Innovation Recipients,,,Implementation process,Assessing needs: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO HELP@HAND COUNTIES/CITIES,Target Population Considerations to Design Program that Address their Needs,"Recognize cultural differences and the specific needs of target populations. For example, digital literacy trainings and app content should be available in languages used by the target population. They should also be culturally relevant to them.",Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
Y3 Mid,Recommendations,RECOMMENDATIONS TO THE HELP@HAND COLLABORATIVE,Collaborative Learning,Recognize people have their own preferences and there is not a one size fits all product. A common reason people report for not using a digital mental health product was that they wanted to deal with problems on their own. Efforts to engage potential participants may want to explicitly advertise any evidence based or evidence informed benefits of the product.,Agree,Disagree,Implementation process,Assessing needs: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,SE and WIll had Implementation process	Assessing needs: Innovation recipients		Implementation Process	Engaging: Innovation Recipients,Individuals,Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO THE HELP@HAND COLLABORATIVE,Collaborative Learning,Recognize people have their own preferences and there is not a one size fits all product. A common reason people report for not using a digital mental health product was that they wanted to deal with problems on their own. Efforts to engage potential participants may want to explicitly advertise any evidence based or evidence informed benefits of the product.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y3 Mid,Recommendations,RECOMMENDATIONS TO THE HELP@HAND COLLABORATIVE,Collaborative Learning,Continue to provide opportunities for collaborative learning. It is important to continue to have meetings and other opportunities where counties/cities can learn from experts and each other.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y3 Mid,Recommendations,RECOMMENDATIONS TO THE HELP@HAND COLLABORATIVE,Help@Hand Peer Component Considerations,Interview the Tech Leads from each county/city to gain an understanding of their experience with the Help@Hand project and gather cross county and city lessons learned.,Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y3 Mid,Recommendations,RECOMMENDATIONS TO THE HELP@HAND COLLABORATIVE,Help@Hand Peer Component Considerations,"Develop stronger mechanisms to facilitate sharing resources and best practices across counties/cities. Specific suggestions included a list of Peer contacts maintained by CalMHSA and posted on SharePoint, an organizational chart that would delineate the role of the Peers within the project, a newsletter that would highlight Peer activities of different counties/cities, and a process to share materials (like education and training materials) that have been developed by counties/cities to avoid duplication of effort.",Agree,Agree,Implementation process,Adapting,,Implementation Process,Adapting,,,Implementation process,Adapting
Y4 Mid,Riverside County,Riverside University Health Systems Behavioral Health (RUHS BH),,Improve collaboration between counties/cities. Several counties/cities expressed the desire for more direction and guidance from CalMHSA to better facilitate and coordinate collaboration between counties/cities.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,Riverside County,Riverside University Health Systems Behavioral Health (RUHS BH),,"Having a feedback loop with the A4i App devel oper to improve the app and make upgrades and adaptations has added value to the A4i user experience. For example, the timing of when check ins and medication reminders appeared in A4i was adapted by the app developers following real time feedback from participants using A4i. This exchange of information was facilitated by the Peer Support staff providing the tech support.",Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y4 Mid,Riverside County,Riverside University Health Systems Behavioral Health (RUHS BH),,"Mental Health provider engagement with the A4i app appears to impact client utilization of A4i. For example, client interviews revealed the partici pants reporting high A4i use also reported the most communication and engagement with their mental health provider and had discussed the",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y4 Mid,Riverside County,Riverside University Health Systems Behavioral Health (RUHS BH),,Mental Health Provider staff buy in is important to reap the full benefits A4i has to offer.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,Riverside County,Riverside University Health Systems Behavioral Health (RUHS BH),,On going implementation support is crucial to using A4i in a large County mental health clinic. Example: both staff and clients needed tech sup port to answer questions on A4i functions and the use of the clinical dashboard.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Learnings from the Cross County/City Lessons Learned Evaluation,,Utilizing Peer Support staff has been vital to implementation success.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Learnings from the Cross County/City Lessons Learned Evaluation,,"Overcoming staff challenges is a major barrier to success. Tech Leads discussed not only the challenges of staff turnover, but also that the necessary knowledge and skills for projects involving technologies like those involved in Help@Hand are typically not present on their teams. Support from CalMHSA helped overcome some of these challenges in knowledge and skills. Counties/cities will have to determine how to retain this expertise in sustainment of technology products.",Disagree,Disagree,Inner setting,Access to knowledge and training,Could have been structural but wanted some construct diversity,Implementation Process,Assessing Context,,SE had Implementation Process	Assessing Context,Inner setting,Structural characteristics: Work infrastructure
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Learnings from the Cross County/City Lessons Learned Evaluation,,"Overcoming staff challenges is a major barrier to success. Tech Leads discussed not only the challenges of staff turnover, but also that the necessary knowledge and skills for projects involving technologies like those involved in Help@Hand are typically not present on their teams. Support from CalMHSA helped overcome some of these challenges in knowledge and skills. Counties/cities will have to determine how to retain this expertise in sustainment of technology products.",Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Learnings from the Cross County/City Lessons Learned Evaluation,,Successes and challenges were often paired. Many successes realized were after counties/cities had worked through and addressed different challenges.,Disagree,Agree,,,Not sure how this will be coded,Implementation Process,,Not sure of construct,,,
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Learnings from the Cross County/City Lessons Learned Evaluation,,"Successes and progress on the project could be shared more effectively within and outside the Collaborative. Tech Leads identified different ways that knowledge and successes could be shared more effectively within the Collaborative (e.g., smaller sub groups, more opportunities/mechanisms to review report learnings) and that sharing outside the Collaborative would help communicate the learnings and value of the project.",Agree,Agree,Implementation process,Reflecting and evaluating: Implementation,,Implementation Process,Reflecting and Evaluating: Implementation,,,Implementation process,Reflecting and evaluating: Implementation
Y4 Mid,PEER EVALULATION,Learnings from the Help@Hand Peer Evaluation,,"The Help@Hand project has faced multiple evolving circumstances and opportunities. The pandemic provided multiple challenges and opportunities for deploying technologies to address mental health and mental health services. Evolving technologies, regulatory environments, and staff turnover occurred while an increasing recognition and acceptance of technology to provide mental health services occurred. The need for products like those provided through Help@Hand has never been more apparent.",Agree,Agree,Outer setting,Critical incidents,,Outer Setting,Critical Incidents,,,Outer setting,Critical incidents
Y4 Mid,PEER EVALULATION,Learnings from the Help@Hand Peer Evaluation,,"Contract delays hinder the project. As more counties/cities move to pilot and/or implement technologies in the community, delays in contracting pose an increased challenge.",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y4 Mid,PEER EVALULATION,Learnings from the Help@Hand Peer Evaluation,,Counties/cities are forming fewer new Peer related collaborations across the Collaborative. It is unclear whether this trend reflects a shift in the interest in collaboration or a “ceiling effect” that existing collaborations are effectively meeting counties/cities’ needs.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,PEER EVALULATION,Learnings from the Help@Hand Peer Evaluation,,Maintaining a robust Peer workforce is increasingly difficult. There was a clear majority of countiesand cities who reported struggling with maintaining a Peer workforce that is sufficiently robust to implement the Help@Hand project.,Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
Y4 Mid,PILOT AND IMPLEMENTATION EVALUATION,iPrevail Peer Coach survey,,"The Peer role on Help@Hand continues to evolve. Peers continue to engage in materials creation, outreach, and digital literacy training. Recent surveys report Peers were engaged in distributing devices and providing tech support to the community.",Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
Y4 Mid,PILOT AND IMPLEMENTATION EVALUATION,iPrevail Peer Coach survey,,Coaches had positive experiences with iPrevail and found it useful for Los Angeles County residents.,Agree,Agree,Individuals,Implementation facilitators,,Individuals,Implementation Facilitators,,,Individuals,Implementation facilitators
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,Coaches with more experience helping others as Peers had more positive experiences with using iPrevail than coaches with less experience. Those coaches with less than 2 years of experience helping others as Peers reported slightly lower comfort and perceived benefits of iPrevail compared to their counterparts with more experience.,Agree,Agree,Individuals,Implementation facilitators,,Individuals,Implementation Facilitators,,,Individuals,Implementation facilitators
